Matrix,row,col,nnz,Alphasparse_w_time_buf_s (ms),Alphasparse_w_time_anly_s (ms),Alphasparse_w_time_solv_s (ms),Alphasparse_w_time_totl_s (ms),Alphasparse_wo_time_buf_s (ms),Alphasparse_wo_time_anly_s (ms),Alphasparse_wo_time_solv_s (ms),Alphasparse_wo_time_totl_s (ms),cusparse_time_buf_s (ms),cusparse_time_anly_s (ms),cusparse_time_solv_s (ms),cusparse_time_totl_s (ms),Alphasparse_w_time_buf_d (ms),Alphasparse_w_time_anly_d (ms),Alphasparse_w_time_solv_d(ms),Alphasparse_w_time_totl_d (ms),Alphasparse_wo_time_buf_d (ms),Alphasparse_wo_time_anly_d (ms),Alphasparse_wo_time_solv_d (ms),Alphasparse_wo_time_totl_d (ms),cusparse_time_buf_d (ms),cusparse_time_anly_d (ms),cusparse_time_solv_d (ms),cusparse_time_totl_d (ms)
barth4.mtx,6019,6019,40965,0.0064,20.1898,1.92504,22.1212,0.002976,0.010848,1.79539,1.80921,0.005504,28.3334,2.03994,30.3788,0.007232,24.2695,2.15817,26.4349,0.00288,0.006912,1.8778,1.88759,0.006304,28.5797,2.11588,30.7019
barth5.mtx,15606,15606,107362,0.007232,20.6789,1.86102,22.5472,0.002944,0.008416,2.74632,2.75768,0.005376,28.8477,2.25624,31.1094,0.008576,18.714,2.28468,21.0073,0.003008,0.006752,2.78888,2.79864,0.005792,27.8442,2.03252,29.8825
barth.mtx,6691,6691,46187,0.005664,19.142,0.044496,19.1921,0.002944,0.010624,0.0602752,0.0738432,0.005536,22.9252,0.0514276,22.9821,0.006912,17.1318,0.0504256,17.1892,0.002976,0.007424,0.0585152,0.0689152,0.006016,22.6349,0.0501349,22.6911
Baumann.mtx,112211,112211,760631,0.003008,20.6126,0.407584,21.0232,0.002752,0.008736,0.798442,0.80993,0.004512,23.9189,0.910742,24.8342,0.105664,23.9627,0.59157,24.6599,0.004448,0.007456,1.45081,1.46271,0.003008,23.1383,0.658192,23.7995
bauru5727.mtx,40366,40366,146487,0.007264,19.3614,0.123747,19.4924,0.002752,0.012288,0.0742112,0.0892512,0.00608,23.3624,0.112078,23.4806,0.008448,17.2356,0.155299,17.3994,0.004256,0.007648,0.122922,0.134826,0.006496,24.2888,0.0802048,24.3755
bayer01.mtx,57735,57735,335507,0.007808,18.7899,0.114032,18.9118,0.003584,0.007296,0.0508224,0.0617024,0.006144,23.038,0.0269856,23.0711,0.003168,16.3163,0.150714,16.4702,0.003456,0.007488,0.0503392,0.0612832,0.006944,22.4725,0.0252053,22.5047
bayer02.mtx,13935,13935,77610,0.00816,19.1844,0.0380896,19.2307,0.00304,0.007296,0.0409504,0.0512864,0.00544,23.2626,0.0237568,23.2918,0.008192,16.8801,0.0409984,16.9293,0.003552,0.007296,0.0493216,0.0601696,0.006176,23.0258,0.023936,23.0559
bayer03.mtx,6747,6747,62934,0.006688,20.352,0.0426144,20.4013,0.002848,0.006464,0.0508693,0.0601813,0.005984,22.7473,0.022,22.7752,0.00864,17.2716,0.033536,17.3138,0.003136,0.007584,0.0574048,0.0681248,0.0064,22.7402,0.0266336,22.7733
bayer04.mtx,20545,20545,179627,0.00704,18.8921,0.069264,18.9684,0.003072,0.007296,0.0473888,0.0577568,0.005952,23.0876,0.0252551,23.1188,0.008416,16.9921,0.0531936,17.0537,0.002816,0.007936,0.0473312,0.0580832,0.006688,22.7116,0.027816,22.7461
bayer05.mtx,3268,3268,31102,0.006624,19.0197,0.022672,19.049,0.00272,0.007936,0.0578204,0.0684764,0.004864,23.0024,0.017792,23.0251,0.008,16.4763,0.0209312,16.5052,0.002624,0.007424,0.0600604,0.0701084,0.005984,22.9422,0.019164,22.9674
bayer06.mtx,3008,3008,30582,0.006656,18.7602,0.0222752,18.7891,0.002656,0.006656,0.0589369,0.0682489,0.005216,22.6364,0.02,22.6617,0.006144,16.537,0.0223008,16.5655,0.002624,0.007136,0.0601422,0.0699022,0.004992,22.8798,0.0228983,22.9077
bayer07.mtx,3268,3268,31102,0.006496,19.162,0.0268448,19.1953,0.002624,0.006944,0.056584,0.066152,0.005216,22.6785,0.0177991,22.7015,0.007904,17.0796,0.0236512,17.1111,0.00272,0.006688,0.060056,0.069464,0.00576,23.134,0.0179662,23.1577
bayer08.mtx,3008,3008,30582,0.00624,18.9914,0.0287904,19.0264,0.00304,0.0064,0.057632,0.067072,0.005216,22.9074,0.019704,22.9323,0.006528,16.8988,0.02176,16.9271,0.002496,0.007072,0.056096,0.065664,0.005504,22.6182,0.021556,22.6452
bayer09.mtx,3083,3083,24295,0.006112,18.9667,0.0272608,19.0001,0.002656,0.007104,0.0438542,0.0536142,0.005696,22.963,0.025148,22.9939,0.007456,16.8883,0.0235232,16.9193,0.002496,0.007424,0.0411712,0.0510912,0.005248,22.7446,0.0256284,22.7755
bayer10.mtx,13436,13436,108359,0.007008,19.163,0.0404416,19.2105,0.002656,0.008448,0.0501184,0.0612224,0.005472,23.1078,0.0237056,23.137,0.008224,23.3184,0.0403392,23.367,0.002656,0.01088,0.0482784,0.0618144,0.005568,24.0908,0.0236896,24.1201
