filename,cow,col,nnz,alpha_mv_time_gather4[ms],mkl_mv_time_gather4[ms],alpha_mv_time_plain[ms],mkl_mv_time_plain[ms],alpha_mv_time_shuffle[ms],mkl_mv_time_shuffle[ms],alpha_mv_time_sse[ms],mkl_mv_time_sse[ms],alpha_mv_time_vgather[ms],mkl_mv_time_vgather[ms]
beacxc.mtx,500,508,50409,0.093745,0.032598,0.038082,0.041218,0.033657,0.03263,0.032647,0.033909,0.093788,0.034893
beaflw.mtx,500,508,53403,0.098875,0.034688,0.03962,0.034518,0.035986,0.042995,0.034434,0.034847,0.10104,0.035484
beause.mtx,500,508,44551,0.082151,0.029367,0.034455,0.02943,0.029817,0.037326,0.029244,0.02956,0.083367,0.036249
belgium_osm.mtx,1441296,1441296,3099940,14.124372,20.13342,14.397698,22.986022,15.062212,20.249243,30.435545,29.750599,21.522806,20.768743
BenElechi1.mtx,245876,245876,13150496,22.763659,14.063462,9.88945,14.370749,9.467333,13.501498,9.391155,9.00771,23.208655,10.61325
benzene.mtx,8220,8220,242669,0.461437,0.193545,0.209489,0.198184,0.190559,0.19438,0.191217,0.193264,0.472444,0.195695
bfly.mtx,49152,49152,196608,0.49469,0.370626,0.286103,0.215393,0.296603,0.215559,0.281827,0.216071,0.52915,0.352117
bfwa398.mtx,400,400,3678,0.008645,0.004315,0.004906,0.008111,0.004855,0.004231,0.004636,0.004088,0.008187,0.006086
bfwa62.mtx,64,64,450,0.00196,0.001401,0.00166,0.001378,0.00174,0.001029,0.001548,0.00093,0.001958,0.001372
bfwa782.mtx,784,784,7514,0.015006,0.007796,0.008806,0.011515,0.008729,0.007879,0.008328,0.007724,0.015649,0.007852
bfwb398.mtx,400,400,2910,0.006513,0.003886,0.005377,0.006936,0.004519,0.005641,0.004256,0.00379,0.00673,0.004756
bfwb62.mtx,64,64,342,0.001768,0.000985,0.00156,0.001232,0.001539,0.001222,0.001519,0.000952,0.001811,0.00103
bfwb782.mtx,784,784,5982,0.012106,0.010645,0.007743,0.010636,0.007934,0.007286,0.007471,0.007748,0.013464,0.010625
bibd_11_5.mtx,56,464,4620,0.009283,0.00537,0.004271,0.003105,0.003742,0.004143,0.003614,0.002988,0.009324,0.0031
bibd_12_4.mtx,68,496,2970,0.006392,0.002418,0.003466,0.002437,0.003008,0.003251,0.002932,0.002246,0.006483,0.003213
bibd_12_5.mtx,68,792,7920,0.015462,0.00479,0.007209,0.006424,0.005655,0.006374,0.00604,0.00468,0.015522,0.004842
bibd_13_6.mtx,80,1716,25740,0.04572,0.018424,0.01775,0.019369,0.015013,0.018374,0.01491,0.014599,0.045802,0.014654
bibd_14_7.mtx,92,3432,72072,0.126047,0.050344,0.046413,0.039483,0.038176,0.04854,0.038571,0.038332,0.127402,0.038387
bibd_15_3.mtx,108,456,1365,0.003658,0.002266,0.002366,0.00225,0.002295,0.001677,0.002163,0.00156,0.003772,0.004495
bibd_15_7.mtx,108,6436,135135,0.234686,0.094865,0.098128,0.096299,0.074615,0.096393,0.077558,0.075588,0.237379,0.094584
bibd_16_8.mtx,120,12872,360360,0.62227,0.200065,0.234194,0.248392,0.200107,0.254913,0.249496,0.210279,0.627944,0.250409
bibd_17_3.mtx,136,680,2040,0.004575,0.003058,0.002977,0.004711,0.002847,0.003055,0.00278,0.002189,0.004659,0.003254
bibd_17_4b.mtx,136,2380,14280,0.026668,0.011321,0.010475,0.015694,0.009267,0.010293,0.009057,0.00845,0.049537,0.008643
bibd_17_4.mtx,136,2380,14280,0.025727,0.00856,0.010482,0.008573,0.009941,0.008603,0.009109,0.008511,0.025869,0.011352
bibd_17_8.mtx,136,24312,680680,1.184593,0.453463,0.449216,0.48314,0.385305,0.444776,0.812298,0.807526,1.185273,0.471252
bibd_18_9.mtx,156,48620,1750320,3.038984,1.135263,1.218479,1.783208,1.013876,1.781115,2.283157,2.113673,3.223834,1.342811
bibd_19_9.mtx,172,92380,3325608,5.817301,2.525871,2.361605,2.620555,2.003973,2.729941,4.100277,3.66386,6.242212,2.713186
bibd_20_10.mtx,192,184756,8314020,14.963781,8.09975,10.142457,6.708352,5.333785,7.26123,9.677599,5.419205,16.986864,7.192125
bibd_22_8.mtx,232,319772,8953560,16.891734,7.589453,7.290016,7.856751,6.039988,9.946627,8.296849,6.088395,15.7684,10.36175
bibd_49_3.mtx,1176,18424,55272,0.152744,0.050694,0.041894,0.035846,0.046902,0.036238,0.037171,0.035889,0.098291,0.03597
bibd_81_2.mtx,3240,3240,3240,0.010236,0.007121,0.010722,0.007128,0.009109,0.01057,0.00915,0.006953,0.009242,0.008463
bibd_81_3.mtx,3240,85320,255960,0.440092,0.214447,0.177866,0.21483,0.162188,0.217453,0.161581,0.15608,0.447112,0.15594
bibd_9_3.mtx,36,84,252,0.001541,0.000829,0.001443,0.001089,0.001422,0.001078,0.001309,0.000737,0.00152,0.001098
bibd_9_5.mtx,36,128,1260,0.003222,0.001381,0.002194,0.001381,0.001943,0.001895,0.001851,0.001264,0.003205,0.00142
big_dual.mtx,30272,30272,89858,0.12605,0.126964,0.146894,0.123844,0.12389,0.12456,0.124874,0.125011,0.125349,0.181921
big.mtx,13212,13212,91465,0.189583,0.130819,0.160332,0.132632,0.130092,0.13065,0.120553,0.130511,0.198063,0.130772
biplane-9.mtx,21704,21704,84076,0.213804,0.10753,0.17315,0.106645,0.135673,0.153379,0.14703,0.10505,0.226913,0.152542
bips07_1693.mtx,13276,13276,49044,0.114995,0.091301,0.091246,0.088829,0.085784,0.089482,0.091268,0.088547,0.118721,0.089526
bips07_1998.mtx,15068,15068,62198,0.150191,0.116175,0.113316,0.114565,0.110935,0.114888,0.105133,0.113413,0.155375,0.114934
bips07_2476.mtx,16864,16864,66498,0.163679,0.128416,0.126419,0.1273,0.120924,0.126198,0.116708,0.128407,0.166659,0.126223
bips07_3078.mtx,21128,21128,75729,0.210333,0.152636,0.15828,0.148528,0.144559,0.148008,0.15583,0.327184,0.193707,0.149769
bips98_1142.mtx,9736,9736,40983,0.097148,0.073823,0.072036,0.073563,0.068305,0.073252,0.065672,0.073752,0.100344,0.07455
bips98_1450.mtx,11308,11308,44678,0.105785,0.08026,0.087078,0.080154,0.076601,0.080202,0.073456,0.080079,0.108318,0.082466
bips98_606.mtx,7136,7136,34738,0.077272,0.070598,0.053713,0.070453,0.052098,0.156513,0.049374,0.055815,0.080197,0.056717
blckhole.mtx,2132,2132,14872,0.037259,0.018113,0.018096,0.027961,0.019108,0.028021,0.018104,0.018014,0.03212,0.018234
blockqp1.mtx,60012,60012,640033,1.283212,0.550176,0.604233,0.548118,0.573112,0.552454,0.714616,0.599346,1.370379,0.549926
bloweya.mtx,30004,30004,150009,0.313299,0.236738,0.190942,0.237965,0.185219,0.237375,0.173939,0.166699,0.324657,0.163564
bloweybl.mtx,30004,30004,120000,0.258376,0.135802,0.166967,0.205817,0.165421,0.201268,0.159834,0.134003,0.312796,0.20055
bloweybq.mtx,10004,10004,69991,0.131207,0.115078,0.076962,0.114488,0.082997,0.114303,0.078674,0.076618,0.139921,0.077685
bmw3_2.mtx,227364,227364,11288630,21.738724,13.097416,9.164997,13.467761,8.758652,13.305909,15.275742,9.321969,21.191668,9.228082
bmw7st_1.mtx,141348,141348,7339667,13.665857,6.382756,5.904084,8.222819,5.431111,6.008779,10.613048,10.28378,13.707961,8.227885
bmwcra_1.mtx,148772,148772,10644002,19.751771,12.339527,12.946832,12.063,7.32147,11.092299,14.240119,13.887506,19.136825,8.393054
bodyy4.mtx,17548,17548,121938,0.231774,0.164627,0.156347,0.164122,0.160915,0.159645,0.155229,0.16203,0.252326,0.162646
bodyy5.mtx,18592,18592,129281,0.241987,0.202351,0.181807,0.16733,0.168175,0.166879,0.161252,0.166417,0.253449,0.167323
bodyy6.mtx,19368,19368,134748,0.248039,0.174845,0.168525,0.171593,0.17583,0.206916,0.16322,0.172316,0.260679,0.215498
bone010.mtx,986704,986704,71666325,126.425369,53.539356,61.685947,76.706954,46.256697,55.874584,,,129.131344,57.853285
boneS01.mtx,127224,127224,6715152,12.388021,5.452255,5.606171,6.422375,4.916566,5.639186,5.599577,5.918935,13.004415,7.075568
boneS10.mtx,914900,914900,55468422,100.965082,44.341922,46.707193,75.810507,39.113209,43.39738,66.626753,73.501795,101.508468,44.651978
boyd1.mtx,93280,93280,1211231,2.68111,1.511752,1.504538,1.497291,1.496067,1.511484,2.081794,1.996427,2.729747,1.599139
boyd2.mtx,466316,466316,1500397,2.786433,2.055028,2.184104,2.12682,1.856053,2.007,2.760341,2.847313,2.295905,1.979236
bp_0.mtx,824,824,3276,0.008307,0.006171,0.006249,0.007478,0.006004,0.006151,0.006516,0.006101,0.009554,0.006398
bp_1000.mtx,824,824,4661,0.010356,0.010405,0.007084,0.010217,0.006738,0.008723,0.006469,0.008799,0.010557,0.008799
bp_1200.mtx,824,824,4726,0.010324,0.008992,0.007082,0.008854,0.006877,0.008813,0.006551,0.008854,0.010838,0.009089
bp_1400.mtx,824,824,4790,0.010588,0.010569,0.007347,0.009172,0.006808,0.013108,0.006613,0.008996,0.010815,0.010425
bp_1600.mtx,824,824,4841,0.010656,0.010479,0.00707,0.010315,0.006898,0.008962,0.006679,0.00898,0.010831,0.009003
bp_200.mtx,824,824,3802,0.008913,0.008434,0.006547,0.007268,0.00626,0.008395,0.006054,0.0073,0.010287,0.009949
bp_400.mtx,824,824,4028,0.009219,0.008834,0.006552,0.008803,0.010888,0.008843,0.007059,0.007331,0.009499,0.009073
bp_600.mtx,824,824,4172,0.009579,0.008124,0.006774,0.009323,0.006525,0.009271,0.006266,0.007834,0.012522,0.007891
bp_800.mtx,824,824,4534,0.01025,0.009917,0.006947,0.043293,0.006762,0.00873,0.006501,0.008454,0.011516,0.008422
brack2.mtx,62632,62632,733118,1.95018,1.110255,1.155484,1.132455,1.147191,1.104629,1.253447,1.253312,1.971601,1.119428
brainpc2.mtx,27608,27608,179395,0.367198,0.199387,0.205172,0.198762,0.211482,0.300222,0.201728,0.204921,0.386191,0.199279
bratu3d.mtx,27792,27792,173796,0.307102,0.221703,0.212595,0.301396,0.221303,0.298161,0.214352,0.218586,0.319813,0.306218
bundle1.mtx,10584,10584,770901,1.395084,0.510077,0.581777,0.511198,0.490627,0.495598,0.973948,0.95893,1.406343,0.499997
bundle_adj.mtx,513352,513352,20208051,36.821168,21.797396,16.735518,21.079176,15.049642,19.256153,27.894653,28.060379,38.481678,21.587255
